OCR Text,Ground Truth,Model Prediction,CER
"She next seaw him, two nights Ii. later.",She next saw him two nights later.,Fix OCR errors in the following text:,0.8823529411764706
"A further search showea some marks On the boards of the floor, to obliterate which, some evident, though ineffectualattempts had been made.","A further search showed some marks on the boards of the floor, to obliterate which, some evident, though ineffectual, attempts had been made.",Fix OCR errors in the following text:,0.8156028368794326
There was also a Scots Grey with them.,There was also a Scots Grey with them.,Fix OCR errors in the following text:,0.7631578947368421
"A horrible and almost fatal attempt at murder took place an Thursday evening at Woodton, near Loddon, about ten miles from Norwich.","A horrible and almost fatal attempt at murder took place on Thursday evening at Woodton, near Loddon, about ten miles from Norwich.",Fix OCR errors in the following text:,0.8320610687022901
"He Isasid he had been pitched into the ,lun- and set fire to.",He said he had been pitched into the laundry and set fire to.,Fix OCR errors in the following text:,0.7213114754098361
"Oa the wrapper of her bnok, Madame - informs bare-faced bachelors that 'for twenty-five postage stamps"" she will send any gentleman so much hair and whisker-seed.","On the wrapper of her book, Madame informs bare-faced bachelors that for twenty-five postage stamps"" she will send any gentleman so much hair and whisker-seed.",Fix OCR errors in the following text:,0.8490566037735849
"-On Wednesday 'vening a crowded meeting of representatives of rowing clubs, -members of angling and swimming clubs, boat builders, and witermenu ag hela in the assembly room of the'Thviames Rowing club, Putney, to consider the scheme of the Lower'Thames Valley Sewerage Board to establish sewage manure works on the banks of the river, immediately below Kew railway-bridge:","–On Wednesday evening a crowded meeting of representatives of rowing clubs, members of angling and swimming clubs, boat builders, and watermen was held in the assembly room of the Thames Rowing club, Putney, to consider the scheme of the Lower Thames Valley Sewerage Board to establish sewage manure works on the banks of the river, immediately below Kew Railway-bridge.",Fix OCR errors in the following text:,0.9162162162162162
"-Mr. Inspector Judge, N division, attended to watch the case on behalf of the police, and lr. Wakeling defended.","-Mr. Inspector Judge, N division, at tended to watch the case on behalf of the police, and Mr. Wakeling defended.",Fix OCR errors in the following text:,0.8053097345132744
"A Mrs. Gregory admitted me into the house, and I asked her what was the matter, when she pointed to the floor, and I then saw the deceased lying ap- parently dead.","A Mrs. Gregory admitted me into the house, and I asked her what was the matter, when she pointed to the floor, and I then saw the deceased lying apparently dead.",Fix OCR errors in the following text:,0.84472049689441
"About eight o'clock two boys who always sleep at the farmhouse, * went there as usual, but failed to gain admittance, the house being locked up, although lights were burning in the rooms.","About eight o'clock two boys, who always sleep at the farmhouse, went there as usual, but failed to gain admittance, the house being locked up, although lights were burning in the rooms.",Fix OCR errors in the following text:,0.8440860215053764
OUTRAGEOUS USE OF A POsuER.,OUTRAGEOUS USE OF A POKER.,Fix OCR errors in the following text:,1.1153846153846154
"A TERRIBLE accident, which terminated fatally, occurred - at Hatfield Peverel Station on the Colchetter line of the Great Eastern Railway, Iate on Mlonday night.","A TERRIBLE accident, which terminated fatally, occurred at Hatfield Peverel Station on the Colchester line of the Great Eastern Railway, late on Monday night.",Fix OCR errors in the following text:,0.8417721518987342
Execution against the other defeudants wiss blays4 PFa .wcO .,Execution against the other defendants was stayed for a week.,Fix OCR errors in the following text:,0.8032786885245902
"The prisoner, -while in the dock, repeated the threats,","The prisoner, while in the dock, repeated the threats.",Fix OCR errors in the following text:,0.7037037037037037
"The first issue of the calendar eontaine,! the names of 80 prisoners, 66 charged with felony soid 14 with msnidemeanouir.","The first issue of the calendar contained the names of 80 prisoners, 66 charged with felony and 14 with misdemeanor.",Fix OCR errors in the following text:,0.8017241379310345
"On the qui ie- outer side of the left thigh there were a number of div d bruises, one being a print by-bbe bent poker.","On the outer side of the left thigh there were a number of bruises, one being a print by the bent poker.",Fix OCR errors in the following text:,0.7980769230769231
"Abosut 20 men were working close by at the tihe, and most of them managed to escape betore the other legs also collapsed, falliag with great force into the quay.","About 20 men were working close by at the time, and most of them managed to escape before the other legs also collapsed, falling with great force into the quay.",Fix OCR errors in the following text:,0.83125
THE POISON MYSTfley.,THE POISON MYSTERY.,Fix OCR errors in the following text:,1.5263157894736843
"| C .03 "". ! ':'' a"":r'ClflCnt wasLF reavd ever t-) Ms. , -i f.wr, 1hu si",Cross-examined: The agreement was read over to Mrs. Neal -fore she signed it.,Fix OCR errors in the following text:,0.8051948051948052
"---- - --- -~ ~ r 1 - ._ I....l 1r... A POWERlFULTX-BUMLT MAn, named Thomas Hard, a commission agent, who refused his address, was charged, at Marylabone Police-coart, on Saturday, with being concerned, with others, in obtaining 10s.! by means of a trick from Frank Blies, a medical student, of 29, Paddington-green.","A POWERFULLY-BUILT man, named Thomas Hurd, a commission agent, who refused his address, was charged, at Marylebone Police-court, on Saturday, with being concerned, with others, in obtaining 10s, by means of a trick from Frank Bliss, a medical student, of 29, Paddington-green.",Fix OCR errors in the following text:,0.8913043478260869
I have never been out of my,I have never been out of my mind.,Fix OCR errors in the following text:,0.9090909090909091
-A CLERGY- MAN RE-MAE.,-A CLERGYMAN RE-MARRYING.,Fix OCR errors in the following text:,1.08
ITHE AL 4 GED ATTEr-PTE3D MZURDER OF W A CLERtGY'�1MAN.,THE ALLEGED ATTEMPTED MURDER OF A CLERGYMAN.,Fix OCR errors in the following text:,0.8636363636363636
She (the prisoner) had been con- victed on two charges-although there were many other charges which he did not think it necessary should be proceeded with.,She (the prisoner) had been convicted on two charges-although there were many other charges which he did not think it necessary should be proceeded with.,Fix OCR errors in the following text:,0.8431372549019608
"It was stated that when in drink the accused used to tax his wife with being intimate with a neighbour, who be alleged was the father of their last two children.","It was stated that when in drink the accused used to tax his wife with being intimate with a neighbour, who he alleged was the father of their last two children.",Fix OCR errors in the following text:,0.8571428571428571
"When amwi has become known in his neighbourhood an an habitual drunkard, in whose brain homicidal ideas are working; when he has ceased to have any restraint over himself; when drink has become an unappeasable craving within him; surely the time has come to protect both himself and those who are dependent upon him !","When a man has become known in his neighbourhood as an habitual drunkard, in whose brain homicidal ideas are working; when he has ceased to have any restraint over himself; when drink has become an unappeasable craving within him; surely the time has come to protect both himself and those who are dependent upon him!",Fix OCR errors in the following text:,0.9085173501577287
