OCR Text,Ground Truth,Model Prediction,CER,WER
"-The accused, who remained unconscious, was carried out of court, and conveyed back to the hospital in a cab.","–The accused, who remained unconscious, was carried out of court, and conveyed back to the hospital in a cab.","-The accused, who remained unconscious, was carried out of court, and conveyed back to the hospital in a cab.",0.009174311926605505,0.05263157894736842
"He was badly injured about the body and head, lost several teeth, and received a fr.tctare of the jaw.","He was badly injured about the body and head, lost several teeth, and received a fracture of the jaw.","He was badly injured about the body and head, lost several teeth, and received a fracture of the jaw.",0.0,0.0
"-Mr. Oliver, of 10, Quadrant-grove, Kentish-town, proved the above.","–Mr. Oliver, of 10, Quadrant-grove, Kentish town, proved the above.","-Mr. Oliver, of 10, Quadrant-grove, Kentish-town, proved the above.",0.029850746268656716,0.3
"Tie next day thiv both returned, and on the day after, Saturday, the l15th, the c hild died.","The next day they both returned, and on the day after, Saturday, the 15th, the child died.","The next day they both returned, and on the day after, Saturday, the 15th, the deceased died.",0.06666666666666667,0.058823529411764705
"The Recorder, in passing sentence, told the pri- soner that he respited sentence in order that the fullest inquiry might be made into her state of health.","The Recorder, in passing sentence, told the prisoner that he respited sentence in order that the fullest inquiry might be made into her state of health.","The Recorder, in passing sentence, told the prisoner that he respited sentence in order that the fullest inquiry might be made into her state of health.",0.0,0.0
"When leaving, the deceased seemed very ill and weak, and said he thought'he should die.","When leaving, the deceased seemed very ill and weak, and said he thought he should die.","When leaving, the deceased seemed very ill and weak, and said he thought he should die.",0.0,0.0
"-t. Carter, costermonger, 7, Fitzroymarket, scales and 2 weights short, second offence, 5s.","-A. Carter, costermonger, 7, Fitzroy market, scales and 2 weights short, second offence, 5s.","-T. Carter, costermonger, 7, Fitzroymarket, scales and 2 weights short, second offence, 5s.",0.021739130434782608,0.21428571428571427
"On taking up his place at the right hand of the Lord Mryor, the Chamber- lain's Clerk read over the resolution of the court. con- ferring the privilege of freedom uponlis royal'bigh- ness.","On taking up his place at the right hand of the Lord Mayor, the Chamberlain's Clerk read over the resolution of the court, conferring the privilege of freedom upon his royal highness.","On taking up his place at the right hand of the Lord Mryor, the Chamber-lain's Clerk read over the resolution of the court, conferring the privilege of freedom upon the royal family-ess.",0.060109289617486336,0.125
"-Sportsnan *3 yrs7at2,ib4) -The Boy, 2 ym, ost 121b (2); Fancy Boy, 2 yrs, Ca 121b] ()","–Sportsman, 6 yrs, 7st 21b (1); The Boy, 2 yrs, 6st 121b (2); Fancy Boy, 2 yrs, 6st 121b (3).","-Sportsnan, 3 yrs, £2, £4) -The Boy, 2 years, £1, £3, £5, £6, £7, £8, £9, £10, £11, £12, £20, £21, £22.",0.6236559139784946,1.0
"On Thursday the Rev. Thomas Ferris, Castle Lyons, county Cork, was evicted from his residence, a small farm which he held on the estate of Mr. John WalkerPerrett.","On Thursday the Rev. Thomas Ferris, Castle Lyons, county Cork, was evicted from his residence, a small farm which he held on the estate of Mr. John Walker Perrett.","On Thursday the Rev. Thomas Ferris, Castle Lyons, county Cork, was evicted from his residence, a small farm which he held on the estate of Mr. John Walker Perrett.",0.0,0.0
The colonel made some affectionate reply.,The colonel made some affectionate reply.,The colonel made some affectionate reply.,0.0,0.0
"A few minutes later witness heard screams coming from the sitting-room, and on going there found the door locked on the inside and she could not open it.","A few minutes later witness heard screams coming from the sitting-room, and on going found the door locked on the inside and she could not open it.","A few minutes later witness heard screams coming from the sitting-room, and on going there found the door locked on the inside and she could not open it.",0.04081632653061224,0.037037037037037035
"The fire brigade found the vietimh still alive, but all Ahd in a few hours.","The fire brigade found the victims still alive, but all died in a few hours.","The fire brigade found the deceased still alive, but all died in a few hours.",0.09210526315789473,0.06666666666666667
She bad previously prevented him destroying himself.,She had previously prevented him destroying himself.,She had previously prevented him destroying himself.,0.0,0.0
"Her Royal Highness the Duchess of Cam- bridge, accompanied by his Serene Highness Prince Frederick of _esse, and attended by Baron Kniesebeck, honoured the per- formance at the Haymarket Theatre with their presence on the same evening.","Her Royal Highness the Duchess of Cambridge, accompanied by his Serene Highness Prince Frederick of Hesse, and attended by Baron Knesebeck, honoured the performance at the Haymarket Theatre with their presence on the same evening.","Her Royal Highness the Duchess of Cambridges, accompanied by his Serene Highness Prince Frederick of Hesse, and attended by Baron Kniesebeck, honoured the performance at the Haymarket Theatre with their presence on the same evening.",0.008695652173913044,0.05714285714285714
"From careful inquiries made, it appears that Wednesday last was appointed for the public recognition of the Rev. G. Nicholson, B;A., as the minister of King-street chapel, in this town.","From careful inquiries made, it appears that Wednesday last was appointed for the public recognition of the Rev. G. Nicholson, B.A., as the minister of King-street chapel, in this town.","From careful inquiries made, it appears that Wednesday last was appointed for the public recognition of the Rev. G. Nicholson, B.A., as the minister of King-street chapel, in this town.",0.0,0.0
Did not examine the rifle to see if it had recently been discharged. .,Did not examine the rifle to see if it had recently been discharged.,Did not examine the rifle to see if it had recently been discharged.,0.0,0.0
He confidently relied on an acquittal.,He confidently relied on an acquittal.,He confidently relied on an acquittal.,0.0,0.0
"n , IOIN MoittiS COWEN, secretary of the English Crown1 Spelter Cwnpany'e London Branch was charged, ol v remand, at the Mansion House, with embezzling large sums of money.","JOHN MORRIS COWEN, secretary of the English Crown Spelter Company's London Branch was charged, on remand, at the Mansion House, with embezzling large sums of money.","IN M'S COWEN, secretary of the English Crown Spelter Cottage London Branch was charged, on remand, at the Mansion House, with embezzling large sums of money.",0.07926829268292683,0.11538461538461539
To celobrate tkuch an auspicious occasion of course more corks were drawn.,To celebrate such an auspicious occasion of course more corks were drawn.,To celebrate such an auspicious occasion of course more corks were drawn.,0.0,0.0
"-Varyaret Fisher, a middle-aged woman, was indicted for feloniously assaulting hlien Eatell and causing, her actual bodily harm.","Margaret Fisher, a middle-aged woman, was indicted for feloniously assaulting Ellen Eatell and causing her actual bodily harm.","-Margaret Fisher, a middle-aged woman, was indicted for feloniously assaulting Elizabeth Eatell and causing her actual bodily harm.",0.05555555555555555,0.1111111111111111
